"BottleState","Barcode","iWine","Vintage","Wine","Locale","Country","Region","SubRegion","Appellation","Producer","SortProducer","Type","Varietal","MasterVarietal","Designation","Vineyard","Quantity","BottleSize","Location","Bin","Store","PurchaseDate","DeliveryDate","BottleCost","BottleCostCurrency","BottleNote","PurchaseNote","ConsumptionDate","ConsumptionType","ShortType","ConsumptionNote","ConsumptionRevenue","ConsumptionRevenueCurrency","BeginConsume","EndConsume"
"1","0168967806","3346755","2016","Château Montus Madiran","France, Southwest France, Madiran","France","Southwest France","Unknown","Madiran","Château Montus","Montus, Château ","Red","Tannat Blend","Tannat","Unknown","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-11-09","2022-11-09","0","SEK","","","","","","","","","2023","2032"
"1","0104754401","358500","2000","Chateau Musar","Lebanon, Bekaa Valley","Lebanon","Bekaa Valley","Unknown","Unknown","Chateau Musar","Musar, Chateau ","Red","Red Blend","Red Blend","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2018-09-21","2018-09-21","389","SEK","","Små partier","","","","","","","2010","2025"
"1","0104754400","358500","2000","Chateau Musar","Lebanon, Bekaa Valley","Lebanon","Bekaa Valley","Unknown","Unknown","Chateau Musar","Musar, Chateau ","Red","Red Blend","Red Blend","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2018-09-21","2018-09-21","389","SEK","","Små partier","","","","","","","2010","2025"
"1","0169019625","4267360","2016","Chateau Musar","Lebanon, Bekaa Valley","Lebanon","Bekaa Valley","Unknown","Unknown","Chateau Musar","Musar, Chateau ","Red","Red Blend","Red Blend","Unknown","Unknown","1","750ml","Wine rack Right","","Gift","2022-11-10","2022-11-10","0","SEK","","Från Tommy och Irene","","","","","","","2027","2040"
"1","0101468104","2752973","2015","Ojai Syrah Santa Barbara County","USA, California, Central Coast, Santa Barbara County","USA","California","Central Coast","Santa Barbara County","Ojai","Ojai","Red","Syrah","Syrah","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2018-06-07","2018-06-07","0","SEK","","","","","","","","","2020","2024"
"1","0169018276","4308493","2021","Celler Piñol Garnatxa Blanca Raig de Raïm","Spain, Catalunya, Tarragona, Terra Alta","Spain","Catalunya","Tarragona","Terra Alta","Celler Piñol","Piñol, Celler ","White","Garnatxa Blanca","Grenache","Raig de Raïm","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","",""
"1","0116410843","2976924","2017","Luigi Pira Dolcetto d'Alba","Italy, Piedmont, Alba, Dolcetto d'Alba","Italy","Piedmont","Alba","Dolcetto d'Alba","Luigi Pira","Pira, Luigi ","Red","Dolcetto","Dolcetto","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2019","2026"
"1","0116410779","2976924","2017","Luigi Pira Dolcetto d'Alba","Italy, Piedmont, Alba, Dolcetto d'Alba","Italy","Piedmont","Alba","Dolcetto d'Alba","Luigi Pira","Pira, Luigi ","Red","Dolcetto","Dolcetto","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2019","2026"
"1","0116411824","2923240","2016","Luigi Pira Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","Luigi Pira","Pira, Luigi ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2018","2023"
"1","0151845856","4110020","2020","Luigi Pira Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","Luigi Pira","Pira, Luigi ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Winery","2021-10-03","2021-10-03","0","SEK","","","","","","","","","2023","2031"
"1","0165514655","4240577","2019","Castello del Poggio Barbera d'Asti","Italy, Piedmont, Asti, Barbera d'Asti","Italy","Piedmont","Asti","Barbera d'Asti","Castello del Poggio","Poggio, Castello del ","Red","Barbera","Barbera","Unknown","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-11","2022-08-11","0","SEK","","","","","","","","","",""
"1","0132714397","3285288","2016","Produttori del Barbaresco Barbaresco","Italy, Piedmont, Langhe, Barbaresco","Italy","Piedmont","Langhe","Barbaresco","Produttori del Barbaresco","Produttori del Barbaresco","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2020-08-19","2020-08-19","359","SEK","","Bromma Blocks","","","","","","","2023","2037"
"1","0132714398","3285288","2016","Produttori del Barbaresco Barbaresco","Italy, Piedmont, Langhe, Barbaresco","Italy","Piedmont","Langhe","Barbaresco","Produttori del Barbaresco","Produttori del Barbaresco","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2020-08-19","2020-08-19","359","SEK","","Bromma Blocks","","","","","","","2023","2037"
"1","0166595678","3963510","2018","Produttori del Barbaresco Barbaresco","Italy, Piedmont, Langhe, Barbaresco","Italy","Piedmont","Langhe","Barbaresco","Produttori del Barbaresco","Produttori del Barbaresco","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-09-10","2022-09-10","349","SEK","","TS","","","","","","","2023","2032"
"1","0166595679","3963510","2018","Produttori del Barbaresco Barbaresco","Italy, Piedmont, Langhe, Barbaresco","Italy","Piedmont","Langhe","Barbaresco","Produttori del Barbaresco","Produttori del Barbaresco","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-09-10","2022-09-10","349","SEK","","TS","","","","","","","2023","2032"
"1","0169019487","4227483","2021","Punt Road Gamay Napoleone Vineyard","Australia, Victoria, Port Phillip, Yarra Valley","Australia","Victoria","Port Phillip","Yarra Valley","Punt Road","Punt Road","Red","Gamay","Gamay","Unknown","Napoleone Vineyard","1","750ml","Wine rack Right","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","",""
"1","0169019799","4129791","1001","André et Michel Quenard Crémant de Savoie Extra Brut","France, Savoie, Crémant de Savoie","France","Savoie","Unknown","Crémant de Savoie","André et Michel Quenard","Quenard, André et Michel ","White - Sparkling","Jacquère","Jacquère","Extra Brut","Unknown","1","750ml","Wine rack Left","","Gift","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2022","2024"
"1","0121568224","3185422","2015","Renato Ratti Barolo Marcenasco","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Renato Ratti","Ratti, Renato ","Red","Nebbiolo","Nebbiolo","Unknown","Marcenasco","1","750ml","Wine rack Right","","Systembolaget","2019-12-06","2019-12-06","299","SEK","","Tillfälligt sortiment","","","","","","","2022","2035"
"1","0130608344","3185422","2015","Renato Ratti Barolo Marcenasco","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Renato Ratti","Ratti, Renato ","Red","Nebbiolo","Nebbiolo","Unknown","Marcenasco","1","750ml","Wine rack Right","","Viking Line","2020-06-25","2020-06-25","0","SEK","","","","","","","","","2022","2035"
"1","0118044359","3404198","2018","Azienda Agricola Ressia Dolcetto d'Alba Canova","Italy, Piedmont, Alba, Dolcetto d'Alba","Italy","Piedmont","Alba","Dolcetto d'Alba","Azienda Agricola Ressia","Ressia, Azienda Agricola ","Red","Dolcetto","Dolcetto","Unknown","Canova","1","750ml","Wine rack Right","","Italy","2019-09-09","2019-09-09","0","SEK","","At winery","","","","","","","",""
"1","0118045249","3404236","2016","Azienda Agricola Ressia Langhe Nebbiolo Gepù","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","Azienda Agricola Ressia","Ressia, Azienda Agricola ","Red","Nebbiolo","Nebbiolo","Gepù","Unknown","1","750ml","Wine rack Right","","Italy","2019-09-09","2019-09-15","0","SEK","","At winery","","","","","","","2020","2023"
"1","0118044169","3404191","2017","Azienda Agricola Ressia Moscato d'Asti Evien","Italy, Piedmont, Asti, Moscato d'Asti","Italy","Piedmont","Asti","Moscato d'Asti","Azienda Agricola Ressia","Ressia, Azienda Agricola ","White - Sparkling","Moscato","Muscat","Evien","Unknown","1","750ml","Wine rack Left","","Italy","2019-09-09","2019-09-09","0","SEK","","At winery","","","","","","","",""
"1","0169019226","4153044","2019","Reyneke Reserve White","South Africa, Coastal Region, Stellenbosch","South Africa","Coastal Region","Stellenbosch","Stellenbosch","Reyneke","Reyneke","White","Sauvignon Blanc","Sauvignon Blanc","Reserve White","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2022","2027"
"1","0165621103","4086180","2019","Luigi Righetti Ripasso della Valpolicella Classico Superiore 1909 La Storia di Famiglia","Italy, Veneto, Valpolicella, Ripasso della Valpolicella Classico Superiore","Italy","Veneto","Valpolicella","Ripasso della Valpolicella Classico Superiore","Luigi Righetti","Righetti, Luigi ","Red","Corvina Blend","Corvina","1909 La Storia di Famiglia","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-14","2022-08-14","0","SEK","","","","","","","","","",""
"1","0116555956","3142775","2016","Rizzi Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","Rizzi","Rizzi","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Italy","2019-08-08","2019-08-08","0","SEK","","","","","","","","","2019","2025"
"1","0116410983","2896877","2015","Albino Rocca Barbaresco","Italy, Piedmont, Langhe, Barbaresco","Italy","Piedmont","Langhe","Barbaresco","Albino Rocca","Rocca, Albino ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2019","2027"
"1","0169018453","4480891","2017","Rotari Alto Adige - Südtirol Brut Riserva","Italy, Trentino-Alto Adige, Alto Adige, Alto Adige - Südtirol","Italy","Trentino-Alto Adige","Alto Adige","Alto Adige - Südtirol","Rotari","Rotari","White - Sparkling","White Blend","White Blend","Brut Riserva","Unknown","1","750ml","Wine rack Left","","Eckerölinjen","2022-11-10","2022-11-10","99","SEK","","","","","","","","","",""
"1","0168967912","3818791","2018","Ruffino Chianti Classico Riserva Ducale","Italy, Tuscany, Chianti, Chianti Classico DOCG","Italy","Tuscany","Chianti","Chianti Classico DOCG","Ruffino","Ruffino","Red","Sangiovese Blend","Sangiovese","Riserva Ducale","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-11-09","2022-11-09","0","SEK","","","","","","","","","2023","2031"
"1","0169018828","3664725","2019","Sandhi Wines Chardonnay","USA, California, Central Coast","USA","California","Central Coast","Central Coast","Sandhi Wines","Sandhi Wines","White","Chardonnay","Chardonnay","Unknown","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2020","2024"
"1","0169018835","4128056","2020","Sandhi Wines Chardonnay","USA, California, Central Coast","USA","California","Central Coast","Central Coast","Sandhi Wines","Sandhi Wines","White","Chardonnay","Chardonnay","Unknown","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2023","2026"
"1","0121568462","3125363","2016","Sandhi Wines Chardonnay Bentrock","USA, California, Central Coast, Sta. Rita Hills","USA","California","Central Coast","Sta. Rita Hills","Sandhi Wines","Sandhi Wines","White","Chardonnay","Chardonnay","Bentrock","Unknown","1","750ml","Wine rack Left","","Systembolaget","2019-12-06","2019-12-06","419","SEK","","","","","","","","","2020","2026"
"1","0121568463","3125363","2016","Sandhi Wines Chardonnay Bentrock","USA, California, Central Coast, Sta. Rita Hills","USA","California","Central Coast","Sta. Rita Hills","Sandhi Wines","Sandhi Wines","White","Chardonnay","Chardonnay","Bentrock","Unknown","1","750ml","Wine rack Left","","Systembolaget","2019-12-06","2019-12-06","419","SEK","","","","","","","","","2020","2026"
"1","0116411392","3125371","2016","Sandhi Wines Chardonnay Sta. Rita Hills","USA, California, Central Coast, Sta. Rita Hills","USA","California","Central Coast","Sta. Rita Hills","Sandhi Wines","Sandhi Wines","White","Chardonnay","Chardonnay","Unknown","Unknown","1","750ml","Wine rack Left","","Systembolaget","2019-06-07","2019-06-07","299","SEK","","","","","","","","","2020","2024"
"1","0101468086","2760727","2016","Savage Wines Red Blend","South Africa, Western Cape","South Africa","Western Cape","Unknown","Unknown","Savage Wines","Savage Wines","Red","Syrah Blend","Syrah","Red Blend","Unknown","1","750ml","Wine rack Left","","Systembolaget","2018-06-05","2018-06-05","249","SEK","","","","","","","","","2021","2030"
"1","0116552359","2909725","2014","Paolo Scavino Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Paolo Scavino","Scavino, Paolo ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Italy","2018-07-23","2018-07-23","35","EUR","","On location","","","","","","","2021","2032"
"1","0150041794","3159551","2016","Paolo Scavino Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Paolo Scavino","Scavino, Paolo ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2021-08-18","2021-08-18","0","SEK","","","","","","","","","2023","2032"
"1","0150041793","3159551","2016","Paolo Scavino Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Paolo Scavino","Scavino, Paolo ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2021-08-18","2021-08-18","0","SEK","","","","","","","","","2023","2032"
"1","0169018094","4339781","2021","Schloss Johannisberg Riesling Gelblack trocken","Germany, Rheingau","Germany","Rheingau","Unknown","Unknown","Schloss Johannisberg","Schloss Johannisberg","White","Riesling","Riesling","Gelblack trocken","Unknown","1","750ml","Wine rack Left","","Eckerölinjen","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2022","2028"
"1","0118687750","3136687","2017","Château Sixtine Châteauneuf-du-Pape","France, Rhône, Southern Rhône, Châteauneuf-du-Pape","France","Rhône","Southern Rhône","Châteauneuf-du-Pape","Château Sixtine","Sixtine, Château ","Red","Red Rhone Blend","Red Rhone Blend","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-10-04","2019-12-06","349","SEK","","Tillfälligt sortiment","","","","","","","2022","2036"
"1","0151846952","4110043","2018","Speri Valpolicella Classico Superiore Sant'Urbano","Italy, Veneto, Valpolicella, Valpolicella Classico Superiore","Italy","Veneto","Valpolicella","Valpolicella Classico Superiore","Speri","Speri","Red","Corvina Blend","Corvina","Unknown","Sant'Urbano","1","750ml","Wine rack Right","","Winery","2021-10-03","2021-10-03","0","SEK","","","","","","","","","2021","2025"
"1","0151846953","4110043","2018","Speri Valpolicella Classico Superiore Sant'Urbano","Italy, Veneto, Valpolicella, Valpolicella Classico Superiore","Italy","Veneto","Valpolicella","Valpolicella Classico Superiore","Speri","Speri","Red","Corvina Blend","Corvina","Unknown","Sant'Urbano","1","750ml","Wine rack Right","","Winery","2021-10-03","2021-10-03","0","SEK","","","","","","","","","2021","2025"
"1","0093174316","2779746","2014","La Spinetta (Rivetti) Barbera d'Asti Cà di Pian","Italy, Piedmont, Asti, Barbera d'Asti","Italy","Piedmont","Asti","Barbera d'Asti","La Spinetta (Rivetti)","Spinetta (Rivetti), La ","Red","Barbera","Barbera","Unknown","Cà di Pian","1","750ml","Wine rack Right","","Systembolaget","2017-10-26","2017-10-26","0","SEK","","","","","","","","","2019","2023"
"1","0116411904","3087059","2015","La Spinetta (Rivetti) Barbera d'Asti Cà di Pian","Italy, Piedmont, Asti, Barbera d'Asti","Italy","Piedmont","Asti","Barbera d'Asti","La Spinetta (Rivetti)","Spinetta (Rivetti), La ","Red","Barbera","Barbera","Unknown","Cà di Pian","1","750ml","Wine rack Right","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2020","2024"
"1","0165514612","3675364","2017","La Spinetta (Rivetti) Barbera d'Asti Superiore Cà di Pian","Italy, Piedmont, Asti, Barbera d'Asti Superiore","Italy","Piedmont","Asti","Barbera d'Asti Superiore","La Spinetta (Rivetti)","Spinetta (Rivetti), La ","Red","Barbera","Barbera","Unknown","Cà di Pian","1","750ml","Wine rack Right","","Systembolaget","2022-08-11","2022-08-11","0","SEK","","","","","","","","","2021","2026"
"1","0165514619","4207205","2019","La Spinetta (Rivetti) Barbera d'Asti Superiore Cà di Pian","Italy, Piedmont, Asti, Barbera d'Asti Superiore","Italy","Piedmont","Asti","Barbera d'Asti Superiore","La Spinetta (Rivetti)","Spinetta (Rivetti), La ","Red","Barbera","Barbera","Unknown","Cà di Pian","1","750ml","Wine rack Right","","Systembolaget","2022-08-11","2022-08-11","0","SEK","","","","","","","","","2022","2028"
"1","0165514435","3754490","2018","La Spinetta (Rivetti) Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","La Spinetta (Rivetti)","Spinetta (Rivetti), La ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-08-11","2022-08-11","0","SEK","","","","","","","","","2022","2026"
"1","0165514434","3754490","2018","La Spinetta (Rivetti) Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","La Spinetta (Rivetti)","Spinetta (Rivetti), La ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-08-11","2022-08-11","0","SEK","","","","","","","","","2022","2026"
"1","0165514433","3754490","2018","La Spinetta (Rivetti) Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","La Spinetta (Rivetti)","Spinetta (Rivetti), La ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-08-11","2022-08-11","0","SEK","","","","","","","","","2022","2026"
"1","0169019267","4480910","2020","Stellenrust Chenin Blanc 48 Barrel Fermented","South Africa, Coastal Region, Stellenbosch","South Africa","Coastal Region","Stellenbosch","Stellenbosch","Stellenrust","Stellenrust","White","Chenin Blanc","Chenin Blanc","48 Barrel Fermented","Unknown","1","750ml","Wine rack Left","","Eckerölinjen","2022-11-10","2022-11-10","179","SEK","","","","","","","","","",""
"1","0166128924","3188102","2017","Suertes del Marqués Valle de la Orotava Candio","Spain, Canary Islands, Tenerife, Valle de la Orotava","Spain","Canary Islands","Tenerife","Valle de la Orotava","Suertes del Marqués","Suertes del Marqués","Red","Listan Negro","Listan Negro","Candio","Unknown","1","750ml","Wine rack Right","","Winery","2022-02-16","2022-02-16","0","SEK","","","","","","","","","2019","2027"
"1","0169018011","4076396","2020","Weingut Tesch Langenlonsheimer Königsschild Riesling trocken","Germany, Nahe","Germany","Nahe","Unknown","Unknown","Weingut Tesch","Tesch, Weingut ","White","Riesling","Riesling","trocken","Langenlonsheimer Königsschild","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2029"
"1","0169018010","4076396","2020","Weingut Tesch Langenlonsheimer Königsschild Riesling trocken","Germany, Nahe","Germany","Nahe","Unknown","Unknown","Weingut Tesch","Tesch, Weingut ","White","Riesling","Riesling","trocken","Langenlonsheimer Königsschild","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2029"
"1","0133809250","3415637","2018","Weingut Tesch Löhrer Berg Riesling trocken","Germany, Nahe","Germany","Nahe","Unknown","Unknown","Weingut Tesch","Tesch, Weingut ","White","Riesling","Riesling","trocken","Löhrer Berg","1","750ml","Wine rack Left","","Systembolaget","2020-09-15","2020-09-15","185","SEK","","Tillfälligt sortiment","","","","","","","",""
"1","0169019413","3890268","2018","Thymiopoulos Alta Naoussa","Greece, Macedonia, Naoussa","Greece","Macedonia","Unknown","Naoussa","Thymiopoulos","Thymiopoulos","Red","Xinomavro","Xinomavro","Alta","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2025"
"1","0169018525","4091560","2015","Torelló Corpinnat Gran Torelló Brut Nature Tradicional","Spain, Catalunya, Corpinnat","Spain","Catalunya","Unknown","Corpinnat","Torelló","Torelló","White - Sparkling","Macabeo-Xarello-Parellada Blend","Macabeo-Xarello-Parellada Blend","Gran Torelló Brut Nature Tradicional","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2022","2024"
"1","0118045562","2977440","2013","Tornesi Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Tornesi","Tornesi","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Italy","2019-09-06","2019-09-15","32","EUR","","Montalcino","","","","","","","2020","2030"
"1","0151847453","3665114","2016","Tornesi Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Tornesi","Tornesi","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Italy","2021-10-03","2021-10-03","34","EUR","","","","","","","","","",""
"1","0118045657","2820255","2012","Tornesi Brunello di Montalcino Riserva","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Tornesi","Tornesi","Red","Sangiovese","Sangiovese","Riserva","Unknown","1","750ml","Wine rack Right","","Italy","2019-09-06","2019-09-15","55","EUR","","Montalcino","","","","","","","2020","2026"
"1","0165935430","3553740","2018","Torre Mora Etna Cauru","Italy, Sicily, Etna DOC","Italy","Sicily","Unknown","Etna DOC","Torre Mora","Torre Mora","Red","Nerello Mascalese","Nerello Mascalese","Cauru","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-23","2022-08-23","0","SEK","","","","","","","","","",""
"1","0165935449","3918333","2019","Torre Mora Etna Cauru","Italy, Sicily, Etna DOC","Italy","Sicily","Unknown","Etna DOC","Torre Mora","Torre Mora","Red","Nerello Mascalese","Nerello Mascalese","Cauru","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-23","2022-08-23","0","SEK","","","","","","","","","2021","2024"
"1","0169018299","4372455","2021","Torres Rueda Céleste Pago del Cielo","Spain, Castilla y León, Rueda","Spain","Castilla y León","Unknown","Rueda","Torres","Torres","White","Verdejo","Verdejo","Céleste","Pago del Cielo","1","750ml","Wine rack Left","","Eckerölinjen","2022-11-10","2022-11-10","0","SEK","","","","","","","","","",""
"1","0165514189","3016363","2015","Trediberri Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Trediberri","Trediberri","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-08-11","2022-08-11","0","SEK","","","","","","","","","2022","2032"
"1","0116431181","3019383","2017","G.D. Vajra Dolcetto d'Alba Coste & Fossati","Italy, Piedmont, Alba, Dolcetto d'Alba","Italy","Piedmont","Alba","Dolcetto d'Alba","G.D. Vajra","Vajra, G.D. ","Red","Dolcetto","Dolcetto","Unknown","Coste & Fossati","1","750ml","Wine rack Right","","Systembolaget","2019-08-06","2019-08-20","179","SEK","","Små partier","","","","","","","2020","2025"
"1","0165514772","4197446","2021","G.D. Vajra Moscato d'Asti","Italy, Piedmont, Asti, Moscato d'Asti","Italy","Piedmont","Asti","Moscato d'Asti","G.D. Vajra","Vajra, G.D. ","White - Sparkling","Moscato","Muscat","Unknown","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-08-11","2022-08-11","0","SEK","","","","","","","","","2021","2024"
"1","0093174884","2210343","2012","La Vendemmia Sicilia Nero d'Avola-Shiraz","Italy, Sicily, Sicilia","Italy","Sicily","Unknown","Sicilia","La Vendemmia","Vendemmia, La ","Red","Nero d'Avola","Nero d'Avola","Nero d'Avola-Shiraz","Unknown","1","750ml","Wine rack Left","","Italy","2017-10-26","2017-10-26","0","SEK","","","","","","","","","",""
"1","0166128393","4291418","2019","François Villard Crozes-Hermitage Certitude","France, Rhône, Northern Rhône, Crozes-Hermitage","France","Rhône","Northern Rhône","Crozes-Hermitage","François Villard","Villard, François ","Red","Syrah","Syrah","Certitude","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-08-26","2022-08-26","199","SEK","","Tillfälligt sortiment","","","","","","","2025","2030"
"1","0166128394","4291418","2019","François Villard Crozes-Hermitage Certitude","France, Rhône, Northern Rhône, Crozes-Hermitage","France","Rhône","Northern Rhône","Crozes-Hermitage","François Villard","Villard, François ","Red","Syrah","Syrah","Certitude","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-08-26","2022-08-26","199","SEK","","Tillfälligt sortiment","","","","","","","2025","2030"
"1","0116411216","3122281","2017","Freie Weingärtner Wachau / Domäne Wachau Riesling Smaragd Achleiten","Austria, Niederösterreich, Wachau","Austria","Niederösterreich","Wachau","Unknown","Freie Weingärtner Wachau / Domäne Wachau","Wachau / Domäne Wachau, Freie Weingärtner ","White","Riesling","Riesling","Smaragd","Achleiten","1","750ml","Wine rack Left","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2022","2032"
"1","0102436747","2656612","2016","Hermann J. Wiemer Dry Riesling","USA, New York, Finger Lakes","USA","New York","Finger Lakes","Finger Lakes","Hermann J. Wiemer","Wiemer, Hermann J. ","White","Riesling","Riesling","Dry Riesling","Unknown","1","750ml","Wine rack Left","","Systembolaget","2018-07-12","2018-07-12","0","SEK","","","","","","","","","2017","2022"
"1","0169017767","4076639","2020","Wolfberger Riesling","France, Alsace","France","Alsace","Unknown","Alsace","Wolfberger","Wolfberger","White","Riesling","Riesling","Unknown","Unknown","1","750ml","Wine rack Left","","Eckerölinjen","2022-11-10","2022-11-10","0","SEK","","","","","","","","","",""
"1","0093173979","2616491","2015","Zind-Humbrecht Riesling Heimbourg","France, Alsace","France","Alsace","Unknown","Alsace","Zind-Humbrecht","Zind-Humbrecht","White","Riesling","Riesling","Unknown","Heimbourg","1","750ml","Wine rack Left","","Systembolaget","2017-10-26","2017-10-26","0","SEK","","","","","","","","","2023","2033"
"1","0165621198","3718393","2019","Zonin Valpolicella Classico","Italy, Veneto, Valpolicella, Valpolicella Classico","Italy","Veneto","Valpolicella","Valpolicella Classico","Zonin","Zonin","Red","Corvina Blend","Corvina","Unknown","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-14","2022-08-14","0","SEK","","","","","","","","","2020","2022"
